Word,Count
accepts@~1.1.3,1
multiparty@3.3.1,1
\"\user"\\,1
err.status,1
res.location('http://example.com');,1
express();,1
mime-db,1
Appends,1
Array.prototype,1
`onconnect`,1
subsequences,1
Character,1
tools.ietf.org/html/rfc7692,1
2.17.1,1
843,1
[0],1
\`txt`),\,1
img.shields.io/npm/dm/on-finished.svg,1
sids,1
NODE_START,1
(`app.disable('x-powered-by')`),1
Merges,1
aware,1
CommonLogger,1
2015-05-31,1
(UAO),1
`createApplication()`,1
1.0,1
EventEmitting,1
\r;if("\string"\==typeof\,1
\"\remove\,1
indicator,1
body-parser@~1.8.3,1
engine.write),1
'');,1
\XMLHttpRequest}catch(t){}try{if("\undefined"\!=typeof\,1
#1118,1
javascript,1
travis-ci.org/niklasvh/base64-arraybuffer.png)](https://travis-ci.org/niklasvh/base64-arraybuffer),1
2.0.3,1
\again,\,1
2015-03-03,1
Big5(-HKSCS),1
method-override@~2.1.2,1
developer,1
triggered,1
_blog_,1
restricted,1
\t(){e.write([{type:"\close"\}])}var\,1
\packages,\,1
img.shields.io/travis/jshttp/vary/master.svg,1
compressed,1
'json':,1
inserting,1
\Roman,\,1
\[0x2001,\,1
belongs,1
3.4.4,1
CIDR,1
\nodesecurity.io/advisories/68),\,1
reports,1
1.4.4,1
`setting`'s,1
request's,1
img.shields.io/npm/dm/methods.svg?style=flat,1
\e.onPacket(t)};s.decodePayload(t,this.socket.binaryType,r),"\closed"\!==this.readyState&&(this.polling=!1,this.emit("\pollComplete"\),"\open"\===this.readyState&&this.poll())},n.prototype.doClose=function(){function\,1
\URL,\,1
consensus,1
\e=this,r=function(t,r,n){return"\opening"\===e.readyState&&e.onOpen(),"\close"\===t.type?(e.onClose(),!1):void\,1
[mikito],1
\r(t){if(!t||"\object"\!=typeof\,1
straightforward,1
\t;if(this.rememberUpgrade&&r.priorWebsocketSuccess&&this.transports.indexOf("\websocket"\)!==-1)t="\websocket"\;else{if(0===this.transports.length){var\,1
express-session@1.2.1,1
safety,1
(http://dev-mag.com),1
0.0.1,1
2.3.5,1
matching:,1
cores,1
@einaros,1
\f({min:this.reconnectionDelay(),max:this.reconnectionDelayMax(),jitter:this.randomizationFactor()}),this.timeout(null==e.timeout?2e4:e.timeout),this.readyState="\closed"\,this.uri=t,this.connecting=[],this.lastPing=null,this.encoding=!1,this.packetBuffer=[];var\,1
everyone,1
executable,1
method-override@~2.3.2,1
Tweaking,1
connect@2.25.4,1
notified,1
/api/users,1
\tick,\,1
1.10.2,1
res.location:,1
DBCS,1
_mvc_,1
adopted,1
#169,1
`connect.cookieParser()`,1
TroyGoode],1
.in('room').clients(),1
ci.appveyor.com/project/dougwilson/express,1
\"\2m"\\,1
`http`,1
Gu,1
`res.set(obj)`,1
`Allow`,1
Server#running,1
overriden,1
\'text/plain',\,1
mime-db@~1.11.0,1
#199,1
2^53,1
Grove],1
morgan@1.1.1,1
compression@1.0.7,1
connects,1
destination,1
type(s),1
coveralls.io/r/component/merge-descriptors?branch=master,1
\`text/plain`),\,1
#239,1
XmlHttpRequest,1
debug@1.0.0,1
JXcore,1
Request#attachment(),1
img.shields.io/npm/dm/express.svg,1
[defunctzombie],1
[clone](https://help.github.com/articles/cloning-a-repository/),1
Allows,1
dirname,1
Where,1
\available"\)},0)}t=this.transports[0]}this.readyState="\opening"\;try{t=this.createTransport(t)}catch(t){return\,1
40),1
transparently,1
\this.sendPacket("\message"\,t,e,r),this},n.prototype.sendPacket=function(t,e,r,n){if("\function"\==typeof\,1
\`partial('forum/post',\,1
method-override@2.0.2,1
1.4.8,1
stats,1
#286,1
(!typeis.hasBody(req)),1
Choose,1
negotiator@0.5.0,1
lots,1
serve-index@~1.7.2,1
n=r(16);t.exports=function(t){var,1
stacks,1
Ajax,1
Misc,1
`app.routes`,1
sourcemap,1
(#951),1
nodejs.org/api/util.html#util_util_inherits_constructor_superconstructor),1
res.redirect('../login');,1
cancel,1
cookie-parser@1.1.0,1
mime-db@~1.9.1,1
v0.10+,1
Store.Memory,1
Leave,1
connect@2.26.4,1
`io('http://localhost/a');`,1
restful,1
.json`,1
\"\00"\;\,1
#1877,1
\res.set('Accept',\,1
`listener`,1
#136,1
`Server#route`,1
i.cloudup.com/zfY6lL7eFa-3000x3000.png)](http://expressjs.com/),1
`Array.isArray()`,1
`b`,1
\error"\);r.data=e,t(r)}else\,1
\instance,\,1
`path.resolve`,1
equally,1
goes,1
2011-08-19,1
\[string],\,1
nosniff`,1
refused,1
Files,1
`parse,1
http://icu-project.org/docs/papers/gb18030.html,1
(it's,1
`ext`,1
\r="\string"\!=typeof\,1
img.shields.io/npm/v/ee-first.svg?style=flat-square,1
\handshake,\,1
\requests,\,1
https://bugzilla.mozilla.org/show_bug.cgi?id=310299,1
#991,1
\n=d.deconstructPacket(t),r=o(n.packet),i=n.buffers;i.unshift(r),e(i)}d.removeBlobs(t,n)}function\,1
fs.readFile,1
(gracefully),1
\Date,this.emitAll("\ping"\)},n.prototype.onpong=function(){this.emitAll("\pong"\,new\,1
closest),1
lost,1
\whitespace/comments,\,1
`langs`,1
null`,1
\n=this.subs.shift();n.destroy()}this.packetBuffer=[],this.encoding=!1,this.lastPing=null,this.decoder.destroy()},r.prototype.close=r.prototype.disconnect=function(){h("\disconnect"\),this.skipReconnect=!0,this.reconnecting=!1,"\opening"\===this.readyState&&this.cleanup(),this.backoff.reset(),this.readyState="\closed"\,this.engine&&this.engine.close()},r.prototype.onclose=function(t){h("\onclose"\),this.cleanup(),this.backoff.reset(),this.readyState="\closed"\,this.emit("\close"\,t),this._reconnection&&!this.skipReconnect&&this.reconnect()},r.prototype.reconnect=function(){if(this.reconnecting||this.skipReconnect)return\,1
floor,1
method-override@2.0.1,1
if-none-match,1
61>,1
connect@2.24.0,1
pre-conditions,1
certs,1
Running,1
\t=this;this.sendPacket("\ping"\,function(){t.emit("\ping"\)})},r.prototype.onDrain=function(){this.writeBuffer.splice(0,this.prevBufferLen),this.prevBufferLen=0,0===this.writeBuffer.length?this.emit("\drain"\):this.flush()},r.prototype.flush=function(){"\closed"\!==this.readyState&&this.transport.writable&&!this.upgrading&&this.writeBuffer.length&&(a("\flushing\,1
Compresses,1
\`type`,\,1
github.com/jhiesey),1
n;a++;var,1
trusting,1
\packet"\),p(),f.setTransport(u),u.send([{type:"\upgrade"\}]),f.emit("\upgrade"\,u),u=null,f.upgrading=!1,f.flush())})}else{a('probe\,1
`nsps`,1
img.shields.io/npm/dm/cookie.svg,1
Date,1
3.0.0alpha4,1
usual,1
_attachment_,1
4.1.1,1
millisecond,1
www.npmjs.org/package/busboy#readme),1
send@0.12.2,1
commander@2.6.0,1
\1983,\,1
img.shields.io/npm/v/content-type.svg,1
\t>=p?Math.round(t/p)+"\d"\:t>=c?Math.round(t/c)+"\h"\:t>=a?Math.round(t/a)+"\m"\:t>=s?Math.round(t/s)+"\s"\:t+"\ms"\}function\,1
david-dm.org/socketio/socket.io-client/dev-status.svg)](https://david-dm.org/socketio/socket.io-client#info=devDependencies),1
1.0.0rc3,1
`Authorization`,1
text'),1
(json,1
`Router#use()`,1
\"\as"\\,1
3.19.0,1
jaredhanson.net/](http://jaredhanson.net/)>,1
Process,1
\"\/"\,\,1
_extending-templates_,1
github.com/3rd-Eden),1
cleanly,1
img.shields.io/npm/v/proxy-addr.svg,1
\Date-this.lastPing)},r.prototype.ondata=function(t){this.decoder.add(t)},r.prototype.ondecoded=function(t){this.emit("\packet"\,t)},r.prototype.onerror=function(t){h("\error"\,t),this.emitAll("\error"\,t)},r.prototype.socket=function(t,e){function\,1
Microsoft's,1
add/rename/remove,1
`req.flash()`,1
\probes"\);for(var\,1
connect-timeout@~1.2.1,1
\arguments.length?(this._reconnectionAttempts=t,this):this._reconnectionAttempts},n.prototype.reconnectionDelay=function(t){return\,1
3.16.9,1
taking,1
2011-04-25,1
web_socket.js,1
0.9.3,1
`req.ip`,1
`ping,1
img.shields.io/travis/websockets/ws/master.svg)](https://travis-ci.org/websockets/ws),1
ArrayBuffer},1
`crc`,1
`onRequest`,1
after),1
response-time@~2.0.1,1
delegate,1
flash(),1
`Origin`,1
3.21.2,1
general,1
5987),1
\this.extraHeaders)this.extraHeaders.hasOwnProperty(o)&&r.setRequestHeader(o,this.extraHeaders[o])}}catch(t){}if("\POST"\===this.method)try{this.isBinary?r.setRequestHeader("\Content-type"\,"\application/octet-stream"\):r.setRequestHeader("\Content-type"\,"\text/plain;charset=UTF-8"\)}catch(t){}try{r.setRequestHeader("\Accept"\,"\*/*"\)}catch(t){}"\withCredentials"\in\,1
#632,1
disposition-parm,1
(511,1
ETag;,1
Unmasks,1
(#517),1
idempotent,1
3.17.4,1
1.4.0`,1
\`fn(err,\,1
this.is('application/json');,1
deflate`,1
3.15.3,1
404s,1
Due,1
1.9.0,1
revision,1
autowrap,1
2015-07-14,1
no-eval,1
ASCII),1
#205,1
img.shields.io/npm/dm/unpipe.svg,1
\trust"\\,1
1.4.5,1
img.shields.io/npm/v/accepts.svg,1
\open"\),this.readyState="\open"\,r.priorWebsocketSuccess="\websocket"\===this.transport.name,this.emit("\open"\),this.flush(),"\open"\===this.readyState&&this.upgrade&&this.transport.pause){a("\starting\,1
\n,r;for(n=0,r=e.skips.length;n<r;n++)if(e.skips[n].test(t))return!1;for(n=0,r=e.names.length;n<r;n++)if(e.names[n].test(t))return!0;return!1}function\,1
ignores,1
Collection#toArray(),1
github.com/socketio/engine.io-client.git,1
2015-02-14,1
img.shields.io/npm/dm/encodeurl.svg,1
expressjs.com/),1
<path>/index.<ext>,1
csurf@~1.6.6,1
InspectorInstrumentation::didLoadXHR(cookie),1
\Langridge,\,1
Builds,1
Deallocates,1
EUC-JP:,1
box:,1
csurf@~1.4.1,1
c(){var,1
1.3.5,1
NOT,1
\faster,\,1
streams1:,1
serve-favicon@~2.1.7,1
BOM-s,1
\document&&document.documentElement&&document.documentElement.style&&document.documentElement.style.WebkitAppearance||"\undefined"\!=typeof\,1
2.5.3,1
unconditional,1
3.1.0,1
[haml.js](http://github.com/visionmedia/haml.js),1
\this._callbacks=this._callbacks||{},this._callbacks["\$"\+t]||[]},n.prototype.hasListeners=function(t){return!!this.listeners(t).length}},function(t,e,r){(function(e){function\,1
img.shields.io/coveralls/jshttp/content-disposition.svg?style=flat,1
\n`,\,1
\this}())},function(t,e,r){function\,1
travis-ci.org/jshttp/content-disposition,1
\"\1m"\\,1
2012-05-09,1
sub,1
'appliation/json':,1
connect@2.19.5,1
#363,1
\o.data=n(r,e),o.attachments=e.length,{packet:o,buffers:e}},e.reconstructPacket=function(t,e){return\,1
benchmark`,1
Object.create,1
\www.npmjs.com/package/mime),\,1
messageLength,1
[Outsideris],1
coveralls.io/r/jshttp/content-type,1
Parsers,1
server),1
(Object),1
codes.json,1
\%sms"\,t.pingTimeout),t.ping(),t.onHeartbeat(t.pingTimeout)},t.pingInterval)},r.prototype.ping=function(){var\,1
uncommon,1
0xFFFF,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec4.html#sec4.3,1
Planes,1
encodeTable,1
anyway),1
combo,1
2010-05-03,1
(@lxe),1
`app.VERB(path)`,1
Trail,1
Simply,1
2014-05-02,1
Find,1
arrows,1
troubleshooting,1
\i=r(7),s=r(9),a=Object.prototype.toString,c="\function"\==typeof\,1
trimming,1
[[Class]],1
mistake,1
\set("\views"\)\,1
_path_,1
Discard,1
@deprecated,1
\JSON.stringify(t)}catch(e){return"\[UnexpectedJSONParseError]:\,1
`settings`,1
2012-08-01,1
github.com/sindresorhus/deep-assign),1
`connection`,1
\900000),\,1
performed,1
allocations,1
\buffer,\,1
(#1013),1
\u=setTimeout,setTimeout(t,0);try{return\,1
CA,1
assign,1
0.10.0,1
77,1
setter,1
charCode,1
socket.request,1
`Server#helpers()`,1
forbidden,1
express-session@~1.9.3,1
renamed,1
mitigation,1
'.dataReq,1
move,1
1.0.8,1
encoding/alias/codec,1
Apache2-style,1
`.__express`,1
`app.flashFormatters`,1
Unexpected,1
src,1
`uglify-js`,1
location.port,1
zero-filled,1
\0xb8,\,1
'multipart':,1
(#953),1
_view-locals_,1
pushed,1
visit,1
`encodings/index.js`,1
res.send('hello,1
\milliseconds,\,1
r.prototype)t[e]=r.prototype[e];return,1
FileSystem,1
nodejs.org/en/docs/guides/anatomy-of-an-http-transaction/),1
\"\partials"\\,1
#345,1
ships,1
\t)t[n]=o(t[n],e);return\,1
`.attach`,1
n=1;n<arguments.length;n++)e[n-1]=arguments[n];d.push(new,1
\XMLHttpRequest}catch(e){t.exports=!1}},function(t,e,r){(function(e){function\,1
\"\GET\,1
req.is('application/*');,1
[defaultValue],1
`req.secure`,1
(JSON,1
?page=0),1
send@0.4.0,1
17>,1
JSON3,1
'hello',1
mime-db@~1.8.0,1
'.req,1
Unsign,1
compression@~1.0.8,1
ElementCollection,1
\e=this.backoff.duration();h("\will\,1
2011-04-12,1
Cache-Control:,1
\"\Host"\\,1
type/subtype,1
small,1
img.shields.io/npm/v/merge-descriptors.svg,1
\res.append('Set-Cookie',\,1
\r="\https:"\===location.protocol,n=location.port;n||(n=r?443:80),this.xd=t.hostname!==e.location.hostname||n!==t.port,this.xs=t.secure!==r}}function\,1
\n(){h||(h=!0,p(),u.close(),u=null)}function\,1
opencollective.com/socketio/backers/badge.svg)](#backers),1
banned,1
\%c"\:"\\,1
trivial,1
https://www.gratipay.com/dougwilson/,1
_jsonp,1
img.shields.io/coveralls/jshttp/mime-types/master.svg,1
2014-03-20,1
Variable,1
\req.accepts('html,\,1
MemoryStore,1
GB18030_CODE,1
text');,1
\app.engine('ejs',\,1
img.shields.io/coveralls/pillarjs/parseurl/master.svg,1
[nullfirm],1
\"\Added\,1
Nick,1
3ALPHA,1
(7+64),1
github.com/learnboost/socket.io-redis),1
Two-byte,1
localhost:3000/,1
\error"\,t)},n.prototype.onClose=function(t,e){if("\opening"\===this.readyState||"\open"\===this.readyState||"\closing"\===this.readyState){var\,1
res.send(new,1
`OPTIONS`.,1
https://img.shields.io/gratipay/dougwilson.svg,1
\raw,\,1
2012-11-02,1
require()-s,1
\this}())},function(t,e,n){"\use\,1
`HTTPSServer`,1
friendly,1
unitSeparator:,1
http://tools.ietf.org/html/rfc3501#section-5.1.3,1
Treat,1
travis-ci.org/jshttp/media-typer,1
0xdead],1
res.sendFile('/uploads/',1
2.5.1,1
\e=d.length;e;){for(l=d,d=[];++m<e;)l&&l[m].run();m=-1,e=d.length}l=null,y=!1,i(t)}}function\,1
\i=t.charAt(r);if("\,"\===i)break;if(n.nsp+=i,r===t.length)break}else\,1
overlong,1
uploads,1
<http://socket.io>),1
\scheme,\,1
mime-db@~1.3.1,1
\o=this;n.on("\connecting"\,r),n.on("\connect"\,function(){n.id=o.generateId(t)}),this.autoConnect&&r()}return\,1
Download,1
resets,1
\e&&(n=e,e=void\,1
\"\assets"\\,1
(android,1
coveralls.io/r/stream-utils/unpipe?branch=master,1
2.3.11,1
{String|Function},1
errorhandler@~1.3.4,1
`encodings`,1
\"\development"\\,1
4.8.6,1
2014-04-14,1
error-handling,1
dynamically,1
`node-mime`,1
2.0.0rc,1
`.match()`,1
2011-05-24,1
options.passphrase,1
ELEMENT_NODE,1
\path"\\,1
'-',1
finalhandler@0.0.3,1
Finally,1
remapping,1
4.10.4,1
req.accepts('text/html');,1
www.iana.org/assignments/media-types/media-types.xhtml),1
'util',1
perform,1
\i=n(10),s=n(12),a=Object.prototype.toString,c="\function"\==typeof\,1
4.7.3,1
experience,1
.encoder,1
#1226,1
3.8.1,1
\www.host.com/path',\,1
#184,1
overlap,1
\`app.set('views',\,1
github.com/ashtuchkin/iconv-lite/wiki/Use-Buffers-when-decoding');,1
\"\+<base64>-"\;\,1
\f=0;f<t.length;f++)n(t[f],f,t);else\,1
2.0.8,1
body)`,1
2012-07-03,1
Extend,1
\app,\,1
2.0.0beta3,1
\"\reapEvery"\\,1
\c(t,e){try{t.data=JSON.parse(e)}catch(n){return\,1
`encodeTableSeq`,1
\arguments.length?(this._timeout=t,this):this._timeout},n.prototype.maybeReconnectOnOpen=function(){!this.reconnecting&&this._reconnection&&0===this.backoff.attempts&&this.reconnect()},n.prototype.open=n.prototype.connect=function(t,e){if(~this.readyState.indexOf("\open"\))return\,1
re-set,1
2013-07-04,1
img.shields.io/npm/dm/base64-arraybuffer.svg)](https://www.npmjs.org/package/base64-arraybuffer),1
#1349,1
img.shields.io/travis/jshttp/mime-db/master.svg,1
\"\>=\,1
obj.port;,1
APIs,1
(case-preserving),1
Request#isXHR,1
2011-09-03,1
25,1
r=this.xhr=new,1
nicely,1
en.wikipedia.org/wiki/Primary_source);,1
\val="\+JSON.stringify(t))}},function(t,e,n){function\,1
eslint-disable-next-line,1
{Server|Boolean},1
Has,1
4.4.2,1
\30,\,1
3],1
\size"\\,1
\n=this.engine,r=this;this.readyState="\opening"\,this.skipReconnect=!1;var\,1
Reference,1
\"\tobi.ferrets.example.com"\:\,1
KyxidwO,1
Message,1
...encoding,1
#1245,1
#803,1
\`req.get(field,\,1
https://img.shields.io/coveralls/jshttp/statuses.svg,1
Found',1
Request#charset,1
2016-10-06,1
options.checkServerIdentity,1
response.send,1
table[r],1
github.com/EugenDueck/engine.io-conflation):,1
fulfilled,1
`value`,1
layered,1
connect@2.24.1,1
e=this;this.writable=!1;var,1
\attr-char,\,1
david-dm.org/ljharb/qs.svg,1
1.6.3,1
\`"\trust\,1
connect@2.26.1,1
\"\on"\\,1
Forcibly,1
#628,1
4.1.2,1
`uws`,1
`Accept-Language:,1
funcs,1
options.ca,1
nodesecurity.io/advisories/67)),1
removeEvent,1
(/),1
\non-ending,\,1
decodedPacket.data,1
img.shields.io/npm/v/mime-db.svg,1
api.travis-ci.org/ljharb/qs.svg)](http://travis-ci.org/ljharb/qs),1
`binary,1
3.3.6,1
serve-index@1.1.0,1
\u(){return{type:e.ERROR,data:"\parser\,1
`.locals`,1
constructed,1
\chrome&&"\undefined"\!=typeof\,1
img.shields.io/node/v/etag.svg,1
\error"\);n.data=e,t(n)}else\,1
\variable,\,1
console.error,1
'sent',1
ci.testling.com/juliangruber/isarray),1
\e.XDomainRequest&&!this.xs&&this.enablesXDR},i.prototype.abort=function(){this.cleanup()},i.requestsCount=0,i.requests={},e.document&&(e.attachEvent?e.attachEvent("\onunload"\,s):e.addEventListener&&e.addEventListener("\beforeunload"\,s,!1))}).call(e,function(){return\,1
<path>.<ext>,1
2013-05-09,1
policy,1
Utilize,1
Four,1
`statuses`,1
'x-sf',1
(#520),1
forwarded,1
/^\/foo\/(?:([^\/]+?))\/?$/i,1
\arguments.length?(this._reconnectionDelayMax=t,this.backoff&&this.backoff.setMax(t),this):this._reconnectionDelayMax},n.prototype.timeout=function(t){return\,1
(type[0],1
exp,1
\"\Can't\,1
img.shields.io/npm/dm/socket.io-client.svg?style=flat),1
bufferSize,1
\a(t){try{null==t?e.storage.removeItem("\debug"\):e.storage.debug=t}catch(n){}}function\,1
\'http://api.example.com/users?page=2',\,1
\t},i=n(14),s=n(39),a=n(8),c=n(7),p=n(41),u=n(42),h=n(3)("\socket.io-client:manager"\),f=n(37),l=n(43),d=Object.prototype.hasOwnProperty;t.exports=r,r.prototype.emitAll=function(){this.emit.apply(this,arguments);for(var\,1
\disconnections,\,1
(#1036),1
cookie-parser@~1.3.4,1
\`(path,\,1
~/.node_libraries,1
serve-index@~1.1.5,1
in-flight,1
designed,1
\this},n.prototype.onError=function(t){n.priorWebsocketSuccess=!1,this.emit("\error"\,t),this.onClose("\transport\,1
https://bugzilla.mozilla.org/show_bug.cgi?id=912470#c31,1
ISO2022-JP-1:,1
\application/*;q=0.2,\,1
4.3.0,1
0.8.x,1
2011-07-12,1
u=new,1
send(),1
options.family,1
\err.stack,\,1
\format,\,1
\{"\id"\:12}\,1
StaticFile,1
receive,1
send@0.3.0,1
`app.render()`,1
0.8.1,1
req.is('application/json');,1
Fixes,1
\reconnect"\),t.emitAll("\reconnect_attempt"\,t.backoff.attempts),t.emitAll("\reconnecting"\,t.backoff.attempts),t.skipReconnect||t.open(function(e){e?(h("\reconnect\,1
options.path,1
easier,1
img.shields.io/node/v/proxy-addr.svg,1
express-session@1.1.0,1
\n(t);if("\number"\===i&&isNaN(t)===!1)return\,1
extension-only,1
img.shields.io/npm/v/destroy.svg?style=flat-square,1
\source,\,1
connect@2.20.2,1
good,1
connect@2.25.6,1
implementing,1
unrecognized,1
2013-07-08,1
ActiveX,1
{string|null},1
removeAllListeners,1
cross-browser,1
1.7.x,1
`utf-8`,1
saucelabs.com/browser-matrix/yeast.svg)](https://saucelabs.com/u/yeast),1
\specified,\,1
`view`,1
Constructor,1
./routes,1
req.is('text/*');,1
this.types('image/png');,1
is-finite,1
GB2312,1
3.16.3,1
node.types,1
\900000,\,1
value)`,1
snapshot,1
\e(){r.readyState="\paused"\,t()}var\,1
\this},n.prototype.emit=function(t){this._callbacks=this._callbacks||{};var\,1
\n=0;n<r.length;n++)e.engine.write(r[n],t.options);e.encoding=!1,e.processPacketQueue()}))},n.prototype.processPacketQueue=function(){if(this.packetBuffer.length>0&&!this.encoding){var\,1
req.user,1
`PORT`,1
Chinese/GBK,1
req.body,1
https://nodejs.org/en/download/,1
calculate,1
3.16.4,1
\r=o(t);n([r])}},f(s.prototype),s.prototype.add=function(t){var\,1
heading,1
Pattern,1
\"\request"\\,1
generic,1
ci.testling.com/juliangruber/isarray.png),1
passwords,1
\Me"\\,1
#92,1
\t)o[c]=n(t[c],e);return\,1
time),1
\'message',\,1
1.0.0-pre4,1
edit,1
exclusively,1
\Date,this.emitAll("\ping"\)},r.prototype.onpong=function(){this.emitAll("\pong"\,new\,1
2*3ALPHA,1
\callbacks,\,1
\"\trim\,1
2014-05-09,1
2010-05-06,1
raw-body@1.3.0,1
morgan@~1.5.3,1
ipaddr.js@1.0.1,1
\[42,\,1
\Date-this.lastPing)},n.prototype.ondata=function(t){this.decoder.add(t)},n.prototype.ondecoded=function(t){this.emit("\packet"\,t)},n.prototype.onerror=function(t){this.emitAll("\error"\,t)},n.prototype.socket=function(t,e){function\,1
Manually,1
2011-08-05,1
[docs](http://expressjs.com/guide.html#Route-Middleware)),1
2011-10-27,1
img.shields.io/travis/jshttp/cookie/master.svg,1
img.shields.io/npm/v/depd.svg,1
\"\+n:Math.ceil(t/e)+"\\,1
\getMediaTypePriority(type,\,1
`/socket.io.js`,1
2.0.10,1
Trusted,1
\paths,\,1
babel,1
onerror,1
a0,1
3.7.0,1
#644,1
jitter,1
\i.requests[this.index],this.xhr=null}},i.prototype.onLoad=function(){var\,1
percent-encoded,1
\iso-8859-1;q=0.2,\,1
'text');,1
setRequestHeader,1
\this}())},function(t,e){try{t.exports="\undefined"\!=typeof\,1
`app.redirect()`,1
operations,1
source:,1
\minutes"\\,1
getAllResponseHeaders(),1
_200_,1
csurf@1.2.2,1
\hack,\,1
3.0.0beta7,1
y2k,1
\%s"\,this.uri),this.engine=i(this.uri,this.opts);var\,1
\`"\back"\`\,1
img.shields.io/appveyor/ci/dougwilson/send/master.svg?label=windows,1
X-Forwarded-Host,1
often,1
UNICODE-1-1-UTF-7,1
retry,1
websocket.org',1
hoist,1
type-is@~1.6.6,1
Result,1
\RegExp("\^"\+t.substr(1)+"\$"\)):e.names.push(new\,1
tools.ietf.org/html/rfc6266#section-5.3,1
2013-05-07,1
connect-timeout@~1.6.2,1
@rlidwka,1
3.10.1,1
express-session@~1.8.1,1
\float,\,1
fly,1
rawgit.com/),1
undefined),1
https://coveralls.io/r/expressjs/body-parser?branch=master,1
\"\he.net"\\,1
utils-merge@1.0.0,1
install,1
svn.apache.org/repos/asf/httpd/httpd/trunk/docs/conf/mime.types),1
middleware/router,1
mapped,1
aborts,1
4.9.0,1
cleanup,1
\`["\client"\,\,1
\So,\,1
(typeis.hasBody(req)),1
2012-05-30,1
\arguments.length?(this._reconnectionDelay=t,this.backoff&&this.backoff.setMin(t),this):this._reconnectionDelay},n.prototype.randomizationFactor=function(t){return\,1
img.shields.io/travis/jshttp/accepts/master.svg,1
signed,1
http://encoding.spec.whatwg.org/#big5-encoder,1
\@reqshark,\,1
Will,1
connect@2.21.1,1
mappings](http://encoding.spec.whatwg.org/),1
syntactically,1
obj.type,1
\i[t]({query:e,socket:this,agent:r.agent||this.agent,hostname:r.hostname||this.hostname,port:r.port||this.port,secure:r.secure||this.secure,path:r.path||this.path,forceJSONP:r.forceJSONP||this.forceJSONP,jsonp:r.jsonp||this.jsonp,forceBase64:r.forceBase64||this.forceBase64,enablesXDR:r.enablesXDR||this.enablesXDR,timestampRequests:r.timestampRequests||this.timestampRequests,timestampParam:r.timestampParam||this.timestampParam,policyPort:r.policyPort||this.policyPort,pfx:r.pfx||this.pfx,key:r.key||this.key,passphrase:r.passphrase||this.passphrase,cert:r.cert||this.cert,ca:r.ca||this.ca,ciphers:r.ciphers||this.ciphers,rejectUnauthorized:r.rejectUnauthorized||this.rejectUnauthorized,perMessageDeflate:r.perMessageDeflate||this.perMessageDeflate,extraHeaders:r.extraHeaders||this.extraHeaders,forceNode:r.forceNode||this.forceNode,localAddress:r.localAddress||this.localAddress,requestTimeout:r.requestTimeout||this.requestTimeout,protocols:r.protocols||void\,1
https://img.shields.io/npm/dm/body-parser.svg,1
Wait,1
express-session@~1.6.1,1
2014-07-20,1
\4,\,1
t=o(s);y=!0;for(var,1
authentication),1
2.5.8,1
\BE,\,1
username,1
\"\strict\,1
2014-09-01,1
\error),\,1
\this.is('json',\,1
`component-emitter`,1
\o=r(2);r(3)("\socket.io-client:url"\);t.exports=n}).call(e,function(){return\,1
\t=!this.supportsBinary&&u.transport.supportsBinary;p=p||t}p||(h.send([{type:"\ping"\,data:"\probe"\}]),h.once("\packet"\,function(t){if(!p)if("\pong"\===t.type&&"\probe"\===t.data){if(u.upgrading=!0,u.emit("\upgrading"\,h),!h)return;n.priorWebsocketSuccess="\websocket"\===h.name,u.transport.pause(function(){p||"\closed"\!==u.readyState&&(c(),u.setTransport(h),h.send([{type:"\upgrade"\}]),u.emit("\upgrade"\,h),h=null,u.upgrading=!1,u.flush())})}else{var\,1
`.urlencoded()`,1
\n=setTimeout(function(){t.skipReconnect||(h("\attempting\,1
travis-ci.org/expressjs/express,1
DEF_CHAR,1
opts),1
awaiting,1
3.15.2,1
Memory,1
img.shields.io/npm/l/express.svg)](https://github.com/visionmedia/bytes.js/blob/master/LICENSE),1
'text/x-markdown;,1
Buffer.isBuffer(decodedPacket.data.i),1
\defined,\,1
ENOENT,1
\iso-8859-1;q=0.8,\,1
stub,1
increasing,1
\Valk,\,1
www.npmjs.com/package/negotiator),1
push,1
2014-07-12,1
2.0.12,1
versionbadg.es/ljharb/qs.svg,1
travis-ci.org/pillarjs/parseurl,1
use(),1
uid(),1
route-specific,1
coveralls.io/r/jshttp/content-disposition?branch=master,1
\`onclose`,\,1
coveralls.io/r/pillarjs/parseurl?branch=master,1
'foo=bar;,1
especially,1
body-parser@~1.9.1,1
most),1
`res.sendStatus`,1
interpretation,1
ci.testling.com/ljharb/qs,1
`assert`,1
Stream,1
encodings..,1
o(t){return,1
body-parser@~1.5.2,1
v0.1.0,1
32,1
assumes,1
connect@2.19.2,1
`req.acceptsEncodings`,1
x-powered-by,1
MozWebSocket,1
3.0.0rc4,1
`res.send(204)`,1
3.12.0,1
\t=this.backoff.attempts;this.reconnecting=!1,this.backoff.reset(),this.updateSocketIds(),this.emitAll("\reconnect"\,t)}},function(t,e,n){t.exports=n(15)},function(t,e,n){t.exports=n(16),t.exports.parser=n(23)},function(t,e,n){(function(e){function\,1
\"\0-"\\,1
arguments.length,1
